,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
305,16,Davies Street,Wendy,Parkes,44,Head,Single,Female,Volunteer coordinator,None,Catholic
306,16,Davies Street,Mathew,Parkes,11,Son,NA,Male,Student,None,NA
307,16,Davies Street,Aimee,Parkes,7,Daughter,NA,Female,Student,None,NA
308,16,Davies Street,Graham,Parkes,6,Son,NA,Male,Student,None,NA
309,16,Davies Street,Amber,Parkes,6,Daughter,NA,Female,Student,None,NA
310,17,Davies Street,Amy,Ryan,32,Head,Divorced,Female,Meteorologist,None,None
311,17,Davies Street,Hollie,Ryan,5,Daughter,NA,Female,Student,None,NA
312,17,Davies Street,Debra,Ryan,3,Daughter,NA,Female,Child,None,NA
313,17,Davies Street,Megan,Ryan,2,Daughter,NA,Female,Child,None,NA
314,1,Railway Avenue,Stephen,Watts,46,Head,Married,Male,"Conservator, museum/gallery",None,Christian
315,1,Railway Avenue,Amy,Watts,47,Wife,Married,Female,Chemical engineer,None,None
316,2,Railway Avenue,Jayne,Hussain,33,Head,Single,Female,Insurance claims handler,None,Catholic
317,3,Railway Avenue,Jamie,Steele,31,Head,Single,Male,Futures trader,None,None
318,4,Railway Avenue,Rebecca,Parry,18,Head,Married,Female,Student,None,NA
319,4,Railway Avenue,Charles,Parry,23,Husband,Married,Male,Mental health nurse,None,NA
320,5,Railway Avenue,Alex,Collins,84,Head,Single,Male,Retired Broadcast journalist,None,None
321,6,Railway Avenue,Jodie,Wood,51,Head,Single,Female,Editorial assistant,None,Christian
322,7,Railway Avenue,Susan,Murray,29,Head,Single,Female,"Psychologist, educational",None,None
323,8,Railway Avenue,Margaret,Johnson,22,Head,Single,Female,University Student,None,Methodist
324,9,Railway Avenue,Natalie,Cook,61,Head,Single,Female,Herpetologist,None,Catholic
325,9,Railway Avenue,Graeme,McKenzie,8,Grandson,NA,Male,Student,None,NA
326,10,Railway Avenue,Julia,Brown,44,Head,Single,Female,Soil scientist,None,Catholic
327,11,Railway Avenue,Joseph,Kerr,19,Head,Single,Male,University Student,None,None
328,12,Railway Avenue,Clifford,Jones,66,Head,Married,Male,Chartered loss adjuster,None,Methodist
329,12,Railway Avenue,Carol,Jones,65,Wife,Married,Female,Information officer,None,Methodist
330,13,Railway Avenue,Marcus,Hart,75,Head,Married,Male,Retired Broadcast presenter,None,Christian
331,13,Railway Avenue,Emma,Hart,76,Wife,Married,Female,"Retired Conservator, museum/gallery",None,None
332,14,Railway Avenue,Sian,Bishop,30,Head,Single,Female,Print production planner,None,None
333,15,Railway Avenue,Laura,Spencer,52,Head,Divorced,Female,"Programmer, applications",None,Catholic
334,16,Railway Avenue,Roy,Lawson,23,Head,Divorced,Male,Geographical information systems officer,None,Christian
335,17,Railway Avenue,Stephen,Williams,82,Head,Widowed,M,"Retired Education officer, community",None,None
336,18,Railway Avenue,Amelia,Osborne,71,Head,Widowed,Female,Unemployed,None,Catholic
337,18,Railway Avenue,Maria,Osborne,31,Daughter,Divorced,Female,Ship broker,None,Catholic
338,19,Railway Avenue,Jane,Pritchard,46,Head,Married,Female,"Accountant, chartered management",None,None
339,19,Railway Avenue,Tony,Pritchard,47,Husband,Married,Male,Banker,None,None
340,20,Railway Avenue,Pauline,Morgan,25,Head,Divorced,Female,"Pilot, airline",None,None
341,21,Railway Avenue,Conor,Kelly,45,Head,Single,Male,Control and instrumentation engineer,None,Methodist
342,22,Railway Avenue,Harry,Walker,72,Head,Widowed,Male,Retired Brewing technologist,None,Christian
343,23,Railway Avenue,Jane,Jones,78,Head,Widowed,Female,Retired Occupational hygienist,None,None
344,24,Railway Avenue,Eleanor,Jones,42,Head,Married,Female,Waste management officer,None,None
345,24,Railway Avenue,Luke,Jones,41,Husband,Married,Male,Risk analyst,None,None
346,24,Railway Avenue,Owen,Jones,12,Son,NA,m,Student,None,NA
347,25,Railway Avenue,Aimee,Whitehead,62,Head,Married,Female,Higher education careers adviser,None,Christian
348,25,Railway Avenue,Peter,Whitehead,62,Husband,Married,Male,Ship broker,None,Christian
349,26,Railway Avenue,Wayne,Armstrong,67,Head,Married,Male,Film/video editor,None,Christian
350,26,Railway Avenue,Anna,Armstrong,62,Wife,Married,Female,Chartered accountant,None,Christian
351,1,Duchess Street,Jordan,Baxter,71,Head,Widowed,Male,"Retired Sales professional, IT",None,Christian
352,2,Duchess Street,Naomi,Hayes,33,Head,Married,Female,Retail banker,None,Catholic
353,2,Duchess Street,Rhys,Hayes,36,Husband,Married,Male,"Production designer, theatre/television/film",None,None
354,2,Duchess Street,Valerie,Hayes,8,Daughter,NA,Female,Student,None,NA
355,3,Duchess Street,Charlotte,Norman,49,Head,Single,Female,Logistics and distribution manager,None,None
356,3,Duchess Street,Tom,Robinson,53,Partner,Single,Male,"Scientist, forensic",None,None
357,3,Duchess Street,Owen,Murphy-Norman,15,Son,NA,Male,Student,None,NA
358,4,Duchess Street,Harriet,Lloyd,49,Head,Married,Female,Land,None,None
359,4,Duchess Street,Conor,Lloyd,51,Husband,Married,Male,Dentist,None,None
360,4,Duchess Street,Julian,Lloyd,19,Son,Single,Male,University Student,None,None
361,4,Duchess Street,Jake,Lloyd,19,Son,Widowed,Male,University Student,None,None
362,4,Duchess Street,Norman,Lloyd,17,Son,NA,Male,Student,None,NA
363,4,Duchess Street,Beth,Lloyd,16,Daughter,NA,Female,Student,None,NA
364,4,Duchess Street,Nathan,Lloyd,14,Son,NA,Male,Student,None,NA
365,5,Duchess Street,Peter,Anderson,74,Head,Married,Male,"Retired Journalist, magazine",None,None
366,5,Duchess Street,Rita,Anderson,72,Wife,Married,Female,"Retired Research officer, political party",None,None
367,6,Duchess Street,Nicola,Smith,51,Head,Married,Female,Product manager,None,Christian
368,6,Duchess Street,Wayne,Smith,55,Husband,Married,Male,Public house manager,None,Christian
369,6,Duchess Street,Tracey,Smith,35,Daughter,Divorced,Female,"Designer, ceramics/pottery",None,Christian
370,6,Duchess Street,Lynn,Smith,31,Daughter,Single,Female,Field trials officer,None,None
371,1,October Island,Nicholas,Bradshaw,44,Head,Single,Male,Insurance claims handler,None,Christian
372,2,October Island,Bernard,Fisher,64,Head,Divorced,Male,Unemployed,None,Christian
373,3,October Island,Joseph,Talbot,24,Head,Single,Male,"Engineer, chemical",None,Christian
374,4,October Island,Sylvia,Kelly,26,Head,Widowed,Female,Private music teacher,None,None
375,5,October Island,Laura,Smith,75,Head,Widowed,Female,Retired Games developer,None,None
376,6,October Island,Jodie,Price,40,Head,Single,Female,"Engineer, maintenance",None,Catholic
377,7,October Island,Conor,Ferguson,65,Head,Single,Male,Police officer,None,Methodist
378,8,October Island,Bethany,Richards,59,Head,Single,Female,Site engineer,None,Christian
379,8,October Island,Dylan,Carter,22,None,Single,Male,University Student,None,None
380,8,October Island,Kieran,O'Brien,34,None,Single,Male,Health promotion specialist,None,Sikh
381,9,October Island,Sarah,Hunt,41,Head,Single,Female,Ambulance person,None,Catholic
382,10,October Island,Debra,Pope,70,Head,Widowed,Female,"Retired Clinical scientist, histocompatibility and immunogenetics",None,Christian
383,11,October Island,Dorothy,Mitchell,75,Head,Single,Female,Retired Data scientist,None,Catholic
384,12,October Island,Leanne,Wells,36,Head,Single,f,"Runner, broadcasting/film/video",None,None
385,12,October Island,Francis,Jones,23,None,Single,Male,"Doctor, hospital",None,Sikh
386,13,October Island,Samuel,Davies,54,Head,Married,Male,Financial planner,None,None
387,13,October Island,Sylvia,Davies,51,Wife,Married,Female,Technical brewer,None,None
388,13,October Island,Melissa,Chapman,7,Granddaughter,NA,Female,Student,None,NA
389,14,October Island,Jason,Young,19,Head,Single,Male,University Student,None,None
390,15,October Island,Kirsty,Roberts,78,Head,Widowed,Female,"Retired Therapist, horticultural",None,Christian
391,16,October Island,Linda,Walker,55,Head,Married,Female,Unemployed,None,Christian
392,16,October Island,Jake,Walker,58,Husband,Married,Male,Architectural technologist,None,Christian
393,16,October Island,Leslie,Walker,31,Son,Single,Male,Equities trader,None,None
394,17,October Island,Alex,Page,105,Head,Divorced,Male,Retired Fish farm manager,None,Christian
395,18,October Island,Francis,Cox,37,Head,Married,Male,"Merchandiser, retail",None,Catholic
396,18,October Island,Hayley,Cox,32,Wife,Married,Female,Geographical information systems officer,None,Catholic
397,18,October Island,Chelsea,Cox,2,Daughter,NA,Female,Child,None,NA
398,18,October Island,Maria,Lewis-Cox,0,Daughter,NA,Female,Child,None,NA
399,1,Jones Drive,Frederick,Palmer,50,Head,Married,Male,Press sub,None,None
400,1,Jones Drive,Eleanor,Palmer,46,Wife,Married,Female,"Editor, magazine features",None,None
401,2,Jones Drive,Emily,West,84,Head,Divorced,Female,Retired Pharmacologist,None,None
402,2,Jones Drive,Rosemary,West,45,Daughter,Divorced,Female,"Teacher, primary school",None,None
403,2,Jones Drive,Dale,Nelson,45,Son,Single,Male,Human resources officer,None,None
404,2,Jones Drive,Damien,Nelson,42,Son,Divorced,Male,Psychiatrist,None,None
405,3,Jones Drive,Megan,Birch,32,Head,Married,Female,Systems developer,None,None
406,3,Jones Drive,Connor,Birch,39,Husband,Married,Male,Company secretary,None,None
407,3,Jones Drive,Hilary,Birch,8,Daughter,NA,Female,Student,None,NA
408,3,Jones Drive,Heather,Birch,5,Daughter,NA,Female,Student,None,NA
409,3,Jones Drive,Georgina,Birch,2,Daughter,NA,Female,Child,None,NA
410,3,Jones Drive,Beverley,Kirby,60,Lodger,Single,Female,Counsellor,None,None
411,4,Jones Drive,Olivia,Jones,36,Head,Single,Female,Corporate treasurer,None,Catholic
412,4,Jones Drive,Joanna,Jones,5,Daughter,NA,Female,Student,None,NA
413,4,Jones Drive,Rosemary,Jones,2,Daughter,NA,Female,Child,None,NA
414,4,Jones Drive,Marcus,Robinson,19,Lodger,Single,Male,University Student,None,None
415,5,Jones Drive,Marcus,Brown,53,Head,Single,Male,"Editor, commissioning",None,Christian
416,5,Jones Drive,Andrea,Fletcher,58,None,Single,Female,Midwife,None,Catholic
417,5,Jones Drive,Scott,Kaur,32,None,Single,Male,"Engineer, building services",None,None
418,5,Jones Drive,Karl,Walsh,43,None,S,Male,Web designer,None,Methodist
419,6,Jones Drive,Lisa,Clayton,48,Head,Single,Female,Community education officer,None,Christian
420,6,Jones Drive,Justin,Turner,50,Partner,Single,Male,"Librarian, academic",None,None
421,6,Jones Drive,Amelia,Clayton,14,Daughter,NA,Female,Student,None,NA
422,7,Jones Drive,Geraldine,Baker,51,Head,Married,Female,"Teacher, special educational needs",None,None
423,7,Jones Drive,Mark,Baker,51,Husband,Married,Male,Clinical psychologist,None,None
424,7,Jones Drive,Kim,Baker,19,Daughter,Single,Female,University Student,None,None
425,7,Jones Drive,Andrew,Baker,15,Son,NA,Male,Student,None,NA
426,8,Jones Drive,Danielle,Herbert,38,Head,Married,Female,Consulting civil engineer,None,Christian
427,8,Jones Drive,Alan,Herbert,42,Husband,Married,Male,"Psychologist, clinical",None,Christian
428,8,Jones Drive,Rita,Evans-Herbert,10,Daughter,NA,Female,Student,None,NA
429,8,Jones Drive,Martyn,Evans-Herbert,8,Son,NA,Male,Student,None,NA
430,9,Jones Drive,Paul,Ahmed,50,Head,Single,Male,Unemployed,None,None
431,9,Jones Drive,Sam,Ahmed,11,Son,NA,Male,Student,None,NA
432,9,Jones Drive,Hayley,Ahmed,9,Daughter,NA,Female,Student,None,NA
433,9,Jones Drive,Georgia,Jones,5,Daughter,NA,Female,Student,None,NA
434,9,Jones Drive,Vincent,Jones,4,Son,NA,Male,Child,None,NA
435,9,Jones Drive,Bruce,Jones,3,Son,NA,Male,Child,None,NA
436,10,Jones Drive,Donna,Moran,44,Head,Single,Female,Secondary school teacher,None,None
437,10,Jones Drive,Mohamed,Bell,44,Partner,Single,Male,Broadcast engineer,None,None
438,10,Jones Drive,Ashleigh,Moran,7,Daughter,NA,Female,Student,None,NA
439,11,Jones Drive,Paige,Jackson,65,Head,Married,F,Applications developer,None,Catholic
440,11,Jones Drive,Trevor,Jackson,67,Husband,Married,Male,Petroleum engineer,None,Catholic
441,11,Jones Drive,Kieran,Jackson,42,Son,Single,Male,Oncologist,None,Catholic
442,11,Jones Drive,Kerry,Jackson,39,Daughter,Single,Female,Barista,Deaf,Catholic
443,12,Jones Drive,Chloe,Parker,46,Head,Married,Female,Energy engineer,None,None
444,12,Jones Drive,Ben,Parker,47,Husband,Married,Male,"Research officer, political party",None,None
445,12,Jones Drive,Kate,Parker,11,Daughter,NA,Female,Student,None,NA
446,13,Jones Drive,Georgia,Smith,37,Head,Single,Female,Media buyer,None,Catholic
447,13,Jones Drive,Frank,Smith,12,Step-Son,NA,Male,Student,None,NA
448,13,Jones Drive,Anna,Smith,8,Step-Daughter,NA,Female,Student,None,NA
449,13,Jones Drive,Timothy,Wood,4,Step-Son,NA,Male,Child,None,NA
450,14,Jones Drive,Clive,Archer,41,Head,Single,Male,"Buyer, retail",None,Christian
451,14,Jones Drive,Nicola,Curtis,38,Partner,Single,Female,Database administrator,None,Christian
452,14,Jones Drive,Wendy,Archer,6,Daughter,NA,Female,Student,None,NA
453,14,Jones Drive,Denis,Archer,3,Son,NA,Male,Child,None,NA
454,14,Jones Drive,Judith,Morris,38,Lodger,Divorced,Female,"Geologist, engineering",None,Catholic
455,14,Jones Drive,Deborah,Stephenson,63,Lodger,Single,Female,"Pharmacist, community",None,Christian
456,1,Shrine Avenue,Timothy,Wood,54,Head,Divorced,Male,Geographical information systems officer,None,Christian
457,2,Shrine Avenue,Wendy,Howell,42,Head,Single,Female,Chartered public finance accountant,None,Methodist
458,2,Shrine Avenue,Allan,Howell,19,Nephew,Divorced,Male,University Student,None,None
459,2,Shrine Avenue,Darren,Howell,17,Nephew,NA,Male,Student,None,NA
460,2,Shrine Avenue,Elaine,Myers,14,Neice,NA,Female,Student,None,NA
461,3,Shrine Avenue,Jacob,Henry,80,Head,Divorced,Male,Retired Architect,None,Christian
462,4,Shrine Avenue,Louise,Bond,63,Head,Married,Female,Veterinary surgeon,None,None
463,4,Shrine Avenue,Denis,Bond,68,Husband,Married,Male,Retired Retail banker,None,None
464,4,Shrine Avenue,Julie,Bond,45,Daughter,Single,Female,Medical illustrator,None,None
465,4,Shrine Avenue,Annette,Barber-Bond,42,Daughter,Single,Female,"Accountant, chartered certified",None,None
466,5,Shrine Avenue,Liam,Johnson,36,Head,Single,Male,Financial adviser,None,None
467,6,Shrine Avenue,Derek,Powell,73,Head,Married,Male,Retired Editorial assistant,None,Methodist
468,6,Shrine Avenue,Lisa,Powell,74,Wife,Married,Female,Retired Health and safety adviser,None,None
469,7,Shrine Avenue,Louise,Whitehead,55,Head,Married,Female,Energy engineer,None,Christian
470,7,Shrine Avenue,Guy,Whitehead,58,Husband,Married,Male,Toxicologist,None,None
471,7,Shrine Avenue,Rebecca,Whitehead,24,Daughter,Single,Female,Retail banker,None,None
472,7,Shrine Avenue,Barry,Whitehead,19,Son,Single,Male,University Student,None,Christian
473,7,Shrine Avenue,Naomi,Whitehead,16,Daughter,NA,Female,Student,None,NA
474,7,Shrine Avenue,Barbara,Whitehead,14,Daughter,NA,Female,Student,None,NA
475,8,Shrine Avenue,Debra,Hill,34,Head,Divorced,Female,Corporate investment banker,None,Nope
476,8,Shrine Avenue,Eleanor,Rahman,44,Lodger,Single,Female,Photographer,None,Catholic
477,8,Shrine Avenue,Barry,Scott,52,Lodger,Single,Male,"Accountant, chartered management",None,Jewish
478,8,Shrine Avenue,Rachel,Kaur,21,Lodger,Single,Female,University Student,None,None
479,9,Shrine Avenue,Zoe,Kennedy,34,Head,Married,Female,Unemployed,None,Muslim
480,9,Shrine Avenue,Maurice,Kennedy,42,Husband,Married,Male,Drilling engineer,None,None
481,9,Shrine Avenue,Rebecca,Kennedy,2,Daughter,NA,Female,Child,None,NA
482,10,Shrine Avenue,Damien,Baxter,56,Head,Single,Male,Operations geologist,None,Christian
483,11,Shrine Avenue,Bernard,Smith,54,Head,Married,Male,Operational researcher,None,Catholic
484,11,Shrine Avenue,Lydia,Smith,50,Wife,Married,Female,Unemployed,None,Catholic
485,11,Shrine Avenue,Tony,Smith,29,Son,Divorced,Male,"Conservation officer, nature",None,Catholic
486,11,Shrine Avenue,Shaun,Smith,6,Son,NA,Male,Student,None,NA
487,12,Shrine Avenue,Barry,Brown,42,Head,Divorced,Male,Gaffer,None,None
488,12,Shrine Avenue,Elizabeth,Brown,17,Daughter,NA,Female,Student,None,NA
489,13,Shrine Avenue,Sandra,Cox,31,Head,Single,Female,"Accountant, chartered certified",None,Muslim
490,13,Shrine Avenue,Josh,Short,33,Partner,Single,Male,Oceanographer,None,Muslim
491,13,Shrine Avenue,Bryan,Cox,6,Son,NA,Male,Student,None,NA
492,13,Shrine Avenue,Amber,Cox,6,Daughter,NA,Female,Student,None,NA
493,13,Shrine Avenue,Laura,Cox,2,Daughter,NA,Female,Child,None,NA
494,14,Shrine Avenue,Karen,Jones,57,Head,Married,Female,Art therapist,None,Catholic
495,14,Shrine Avenue,Oliver,Jones,61,Husband,Married,Male,Contractor,None,Catholic
496,14,Shrine Avenue,Joan,Jones,17,Daughter,NA,Female,Student,None,NA
497,14,Shrine Avenue,Katie,Jones,15,Daughter,NA,Female,Student,None,NA
498,14,Shrine Avenue,Natasha,Jones,10,Daughter,NA,Female,Student,None,NA
499,15,Shrine Avenue,Paula,Byrne,37,Head,Married,Female,Video editor,None,Methodist
500,15,Shrine Avenue,Gerald,Byrne,41,Husband,Married,Male,"Pharmacist, hospital",None,None
501,15,Shrine Avenue,Stephen,Byrne,4,Son,NA,Male,Child,None,NA
502,15,Shrine Avenue,Abbie,Byrne,1,Daughter,NA,Female,Child,None,NA
503,16,Shrine Avenue,Angela,Graham,60,Head,Married,Female,Clinical research associate,None,Catholic
504,16,Shrine Avenue,Louis,Graham,60,Husband,Married,Male,Sports coach,None,Catholic
505,17,Shrine Avenue,Reece,Wall-Roberts,82,Head,Married,Male,Retired Hospital doctor,None,Christian
506,17,Shrine Avenue,Laura,Wall-Roberts,78,Wife,Married,Female,Retired Aeronautical engineer,None,None
507,18,Shrine Avenue,Rebecca,Mellor,59,Head,Married,Female,Copy,None,Christian
508,18,Shrine Avenue,Arthur,Mellor,61,Husband,Married,Male,Industrial buyer,None,Christian
509,18,Shrine Avenue,Gregory,Mellor,41,Son,Single,Male,Historic buildings inspector/conservation officer,None,Christian
510,18,Shrine Avenue,Joyce,Mellor,33,Daughter,Single,Female,Metallurgist,None,None
511,19,Shrine Avenue,Rosemary,Hunt,53,Head,Single,Female,Telecommunications researcher,None,None
